R_POTEMP,R_TEMP,R_DEPTH,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_PRES,R_O2,R_O2Sat
14.67,14.68,100,33.66,25.01,296.6,0.3,100,3.105388,50.474572
14.18,14.2,125,33.572,25.04,294,0.37,126,3.105388,50.474572
13.34,13.36,149,33.39,25.07,291.4,0.44,150,3.105388,50.474572
13.28,13.3,150,33.391,25.09,290.2,0.44,151,3.105388,50.474572
10.42,10.44,198,33.57,25.76,226.5,0.57,199,3.105388,50.474572
10.34,10.36,200,33.579,25.78,224.5,0.57,201,3.105388,50.474572
8.78,8.81,250,33.799,26.21,184.4,0.68,251,3.105388,50.474572
7.96,7.99,299,33.96,26.46,161.1,0.76,301,3.105388,50.474572
7.94,7.97,300,33.962,26.46,160.7,0.76,302,3.105388,50.474572
6.57,6.61,400,34.05,26.72,136.6,0.91,402,3.105388,50.474572
5.73,5.77,500,34.144,26.91,120,1.04,503,3.105388,50.474572
5.18,5.23,600,34.23,27.04,108,1.15,604,3.105388,50.474572
4.77,4.83,700,34.309,27.15,98.3,1.26,705,3.105388,50.474572
4.45,4.51,800,34.375,27.24,90.5,1.35,806,3.105388,50.474572
4.23,4.3,886,34.42,27.3,85.4,1.43,893,3.105388,50.474572
4.19,4.26,900,34.423,27.3,84.9,1.44,907,3.105388,50.474572
3.91,3.99,1000,34.443,27.35,81,1.52,1008,3.105388,50.474572
3.64,3.72,1100,34.464,27.39,77.1,1.6,1109,3.105388,50.474572
3.35,3.44,1200,34.486,27.44,72.9,1.67,1210,3.105388,50.474572
3.3,3.39,1219,34.49,27.45,72.1,1.69,1229,3.105388,50.474572
14.75,14.75,0,33.62,24.96,298.3,0,0,3.105388,50.474572
9.004084,14.92,9,33.62,26.120341,192.307163,0.02,9,3.105388,50.474572
14.72,14.72,10,33.635,24.98,296.9,0.03,10,3.105388,50.474572
14.69,14.69,20,33.651,25,295.3,0.05,20,3.105388,50.474572
14.67,14.67,26,33.66,25.01,294.4,0.07,26,3.105388,50.474572
14.66,14.66,30,33.668,25.02,293.7,0.08,30,3.105388,50.474572
14.59,14.6,49,33.68,25.04,292.2,0.14,49,3.105388,50.474572
14.58,14.59,50,33.677,25.04,292.2,0.14,50,3.105388,50.474572
14.41,14.42,75,33.57,24.99,297.3,0.22,75,3.105388,50.474572
14.26,14.27,100,33.514,24.98,299,0.29,100,3.105388,50.474572
14.25,14.26,101,33.51,24.98,299.1,0.29,101,3.105388,50.474572
13.52,13.54,125,33.425,25.06,291.7,0.37,126,3.105388,50.474572
12.37,12.39,150,33.37,25.25,274.5,0.44,151,3.105388,50.474572
9.49,9.51,199,33.53,25.88,214.3,0.56,200,3.105388,50.474572
9.46,9.48,200,33.534,25.89,213.6,0.56,201,3.105388,50.474572
8.2,8.23,250,33.728,26.24,181,0.66,251,3.105388,50.474572
7.77,7.8,300,33.887,26.43,163.8,0.74,302,3.105388,50.474572
7.77,7.8,301,33.89,26.43,163.6,0.74,303,3.105388,50.474572
7.07,7.11,400,34.107,26.7,139.2,0.89,402,3.105388,50.474572
7.06,7.1,402,34.11,26.7,138.9,0.9,404,3.105388,50.474572
6.48,6.53,500,34.15,26.81,129.5,1.03,503,3.105388,50.474572
5.9,5.95,600,34.196,26.93,119.7,1.15,604,3.105388,50.474572
9.004084,5.41,605,34.2,26.120341,192.307163,1.16,609,3.105388,50.474572
5.31,5.37,700,34.247,27.04,109.6,1.27,705,3.105388,50.474572
4.74,4.8,800,34.302,27.15,99.5,1.37,806,3.105388,50.474572
4.17,4.24,896,34.36,27.25,89.3,1.46,903,3.105388,50.474572
14.95,14.95,0,33.64,24.93,300.9,0,0,3.105388,50.474572
14.9,14.9,9,33.64,24.94,300.2,0.02,9,3.105388,50.474572
14.9,14.9,10,33.639,24.94,300.3,0.03,10,3.105388,50.474572
14.86,14.86,20,33.626,24.94,300.7,0.06,20,3.105388,50.474572
14.84,14.84,25,33.62,24.94,300.8,0.07,25,3.105388,50.474572
14.82,14.82,30,33.611,24.94,301.2,0.09,30,3.105388,50.474572
14.74,14.75,48,33.58,24.93,302.5,0.14,48,3.105388,50.474572
14.73,14.74,50,33.587,24.94,301.9,0.15,50,3.105388,50.474572
14.67,14.68,74,33.66,25.01,295.9,0.22,74,3.105388,50.474572
14.67,14.68,75,33.656,25,296.3,0.22,75,3.105388,50.474572
14.55,14.56,100,33.58,24.97,300.1,0.3,100,3.105388,50.474572
13.28,13.3,125,33.512,25.18,280.7,0.37,126,3.105388,50.474572
11.71,11.73,149,33.51,25.48,252.2,0.43,150,3.105388,50.474572
11.65,11.67,150,33.513,25.5,250.9,0.43,151,3.105388,50.474572
9.31,9.33,198,33.73,26.07,196.6,0.54,199,3.105388,50.474572
9.29,9.31,200,33.746,26.09,195.2,0.55,201,3.105388,50.474572
8.72,8.75,250,34.052,26.42,164.8,0.64,251,3.105388,50.474572
8.19,8.22,298,34.16,26.58,149.6,0.71,300,3.105388,50.474572
8.17,8.2,300,34.163,26.59,149.2,0.71,302,3.105388,50.474572
7.19,7.23,399,34.2,26.76,134,0.85,401,3.105388,50.474572
7.18,7.22,400,34.201,26.76,133.8,0.86,402,3.105388,50.474572
6.33,6.38,500,34.264,26.92,119.1,0.98,503,3.105388,50.474572
5.63,5.68,600,34.33,27.07,106.3,1.09,604,3.105388,50.474572
5.1,5.16,700,34.369,27.16,97.9,1.2,705,3.105388,50.474572
4.67,4.73,800,34.4,27.23,91.3,1.29,806,3.105388,50.474572
4.36,4.43,888,34.42,27.28,87,1.37,895,3.105388,50.474572
4.32,4.39,900,34.423,27.29,86.4,1.38,907,3.105388,50.474572
4.01,4.09,1000,34.451,27.34,81.6,1.46,1008,3.105388,50.474572
3.71,3.79,1100,34.481,27.4,76.7,1.54,1109,3.105388,50.474572
3.4,3.49,1200,34.512,27.45,71.6,1.62,1210,3.105388,50.474572
3.32,3.41,1227,34.52,27.47,70.2,1.64,1238,3.105388,50.474572
14.2,14.2,0,33.49,24.97,296.7,0,0,3.105388,50.474572
14.22,14.22,9,33.49,24.97,297.4,0.02,9,3.105388,50.474572
14.21,14.21,10,33.488,24.97,297.3,0.03,10,3.105388,50.474572
14.1,14.1,20,33.471,24.98,296.7,0.05,20,3.105388,50.474572
14.02,14.02,26,33.46,24.99,296.1,0.07,26,3.105388,50.474572
14,14,30,33.462,25,295.6,0.08,30,3.105388,50.474572
13.89,13.9,50,33.48,25.03,292.8,0.14,50,3.105388,50.474572
13.71,13.72,75,33.462,25.05,291.2,0.22,75,3.105388,50.474572
13.7,13.71,76,33.46,25.06,291.2,0.22,76,3.105388,50.474572
12.95,12.96,100,33.344,25.12,285.9,0.29,100,3.105388,50.474572
12.82,12.83,103,33.33,25.13,284.6,0.3,103,3.105388,50.474572
11.44,11.46,125,33.336,25.4,259.7,0.36,126,3.105388,50.474572
9.96,9.98,150,33.459,25.75,226.1,0.42,151,3.105388,50.474572
9.73,9.75,154,33.49,25.81,220.2,0.43,155,3.105388,50.474572
9.23,9.25,200,33.932,26.24,180.5,0.52,201,3.105388,50.474572
9.19,9.21,204,33.96,26.27,177.8,0.53,205,3.105388,50.474572
8.63,8.66,250,34.104,26.47,159.6,0.6,251,3.105388,50.474572
8.02,8.05,300,34.098,26.56,151.8,0.68,302,3.105388,50.474572
7.92,7.95,308,34.11,26.58,149.5,0.69,310,3.105388,50.474572
6.87,6.91,400,34.11,26.73,136.3,0.82,402,3.105388,50.474572
6.74,6.78,413,34.11,26.75,134.7,0.84,416,3.105388,50.474572
6.15,6.19,500,34.178,26.88,122.9,0.95,503,3.105388,50.474572
5.63,5.68,600,34.269,27.02,110.8,1.07,604,3.105388,50.474572
5.55,5.6,621,34.29,27.04,108.5,1.09,625,3.105388,50.474572
5.16,5.22,700,34.316,27.11,102.6,1.18,705,3.105388,50.474572
4.68,4.74,800,34.353,27.19,94.9,1.28,806,3.105388,50.474572
4.19,4.26,900,34.392,27.28,87.2,1.37,907,3.105388,50.474572
4.1,4.17,919,34.4,27.29,85.7,1.38,926,3.105388,50.474572
13.8,13.8,0,33.48,25.05,289.6,0,0,3.105388,50.474572
13.81,13.81,9,33.46,25.03,291.5,0.02,9,3.105388,50.474572
13.78,13.78,10,33.46,25.04,290.9,0.02,10,3.105388,50.474572
13.43,13.43,20,33.468,25.12,283.8,0.05,20,3.105388,50.474572
13.19,13.19,26,33.48,25.17,278.5,0.07,26,3.105388,50.474572
13.16,13.16,30,33.484,25.18,277.7,0.08,30,3.105388,50.474572
13.02,13.03,49,33.51,25.23,273.8,0.13,49,3.105388,50.474572
12.94,12.95,50,33.501,25.24,273,0.14,50,3.105388,50.474572
10.83,10.84,75,33.35,25.52,246.9,0.2,75,3.105388,50.474572
9.94,9.95,100,33.549,25.83,218,0.26,100,3.105388,50.474572
9.9,9.91,102,33.57,25.85,215.9,0.26,102,3.105388,50.474572
9.38,9.39,125,33.685,26.02,199.5,0.31,126,3.105388,50.474572
8.95,8.97,150,33.775,26.16,186.8,0.36,151,3.105388,50.474572
8.92,8.94,152,33.78,26.17,186.1,0.36,153,3.105388,50.474572
8.14,8.16,200,33.947,26.42,162.9,0.45,201,3.105388,50.474572
8.13,8.15,201,33.95,26.43,162.5,0.45,202,3.105388,50.474572
7.88,7.91,250,34.074,26.56,150.7,0.53,251,3.105388,50.474572
7.73,7.76,300,34.138,26.63,144.6,0.6,302,3.105388,50.474572
7.72,7.75,304,34.14,26.64,144.4,0.61,306,3.105388,50.474572
6.44,6.48,400,34.058,26.75,134.3,0.74,403,3.105388,50.474572
6.34,6.38,407,34.05,26.75,133.7,0.75,410,3.105388,50.474572
5.57,5.61,500,34.072,26.87,123.3,0.87,503,3.105388,50.474572
5.02,5.07,600,34.148,26.99,112.1,0.99,604,3.105388,50.474572
4.97,5.02,612,34.16,27.01,110.7,1,616,3.105388,50.474572
4.64,4.7,700,34.266,27.13,99.9,1.09,705,3.105388,50.474572
4.34,4.4,800,34.378,27.25,89,1.19,806,3.105388,50.474572
4.12,4.19,900,34.481,27.36,79.7,1.27,907,3.105388,50.474572
4.11,4.18,909,34.49,27.36,79,1.28,916,3.105388,50.474572
3.88,3.96,1000,34.478,27.38,78.1,1.35,1008,3.105388,50.474572
3.63,3.71,1100,34.466,27.39,76.8,1.43,1109,3.105388,50.474572
3.37,3.46,1200,34.456,27.41,75.3,1.5,1210,3.105388,50.474572
3.24,3.33,1253,34.45,27.42,74.6,1.54,1264,3.105388,50.474572
14.5,14.5,0,33.46,24.89,305,0,0,3.105388,50.474572
14.51,14.51,8,33.62,25.01,293.6,0.02,8,3.105388,50.474572
14.5,14.5,10,33.622,25.01,293.3,0.03,10,3.105388,50.474572
14.46,14.46,20,33.635,25.03,291.8,0.05,20,3.105388,50.474572
14.44,14.44,24,33.64,25.04,291.2,0.07,24,3.105388,50.474572
14.36,14.36,30,33.665,25.08,287.9,0.08,30,3.105388,50.474572
14.07,14.08,45,33.71,25.17,279.4,0.13,45,3.105388,50.474572
13.99,14,50,33.698,25.18,278.8,0.14,50,3.105388,50.474572
13.44,13.45,69,33.6,25.22,275.7,0.19,69,3.105388,50.474572
13.04,13.05,75,33.548,25.26,272,0.21,75,3.105388,50.474572
11.68,11.69,93,33.44,25.43,255.4,0.26,93,3.105388,50.474572
11.21,11.22,100,33.49,25.56,243.6,0.27,100,3.105388,50.474572
9.84,9.85,125,33.722,25.98,204.1,0.33,126,3.105388,50.474572
9.3,9.32,138,33.87,26.18,185,0.36,139,3.105388,50.474572
9.07,9.09,150,33.837,26.19,184.1,0.38,151,3.105388,50.474572
8.78,8.8,183,33.82,26.22,181.5,0.44,184,3.105388,50.474572
8.61,8.63,200,33.873,26.29,175.3,0.47,201,3.105388,50.474572
8.12,8.15,250,34.061,26.51,155.1,0.55,251,3.105388,50.474572
7.87,7.9,277,34.18,26.64,143.1,0.59,279,3.105388,50.474572
7.61,7.64,300,34.206,26.7,137.8,0.62,302,3.105388,50.474572
6.86,6.89,371,34.23,26.83,126.7,0.72,373,3.105388,50.474572
6.63,6.67,400,34.244,26.87,123,0.75,403,3.105388,50.474572
6,6.04,500,34.289,26.99,112.7,0.87,503,3.105388,50.474572
5.72,5.77,558,34.31,27.04,108.4,0.94,562,3.105388,50.474572
5.51,5.56,600,34.322,27.07,105.3,0.98,604,3.105388,50.474572
5.04,5.1,700,34.349,27.15,98.6,1.08,705,3.105388,50.474572
4.64,4.7,800,34.373,27.21,93,1.18,806,3.105388,50.474572
4.52,4.59,831,34.38,27.23,91.4,1.21,837,3.105388,50.474572
4.31,4.38,900,34.4,27.27,88,1.27,907,3.105388,50.474572
3.99,4.07,1000,34.431,27.33,82.9,1.35,1008,3.105388,50.474572
3.68,3.76,1100,34.463,27.39,77.6,1.43,1109,3.105388,50.474572
3.51,3.6,1152,34.48,27.42,74.9,1.47,1162,3.105388,50.474572
14.7,14.7,0,33.53,24.9,303.9,0,0,3.105388,50.474572
14.59,14.59,9,33.62,24.99,295.3,0.02,9,3.105388,50.474572
14.58,14.58,10,33.618,24.99,295.3,0.03,10,3.105388,50.474572
14.52,14.52,20,33.597,24.99,295.8,0.05,20,3.105388,50.474572
14.46,14.46,26,33.58,24.99,296,0.07,26,3.105388,50.474572
14.37,14.37,30,33.564,25,295.5,0.08,30,3.105388,50.474572
13.86,13.87,48,33.51,25.06,290,0.14,48,3.105388,50.474572
13.8,13.81,50,33.51,25.07,288.9,0.14,50,3.105388,50.474572
13.06,13.07,74,33.58,25.28,270,0.21,74,3.105388,50.474572
13.03,13.04,75,33.589,25.29,268.8,0.21,75,3.105388,50.474572
12.27,12.28,100,33.8,25.6,239.7,0.28,100,3.105388,50.474572
11.25,11.27,125,33.763,25.76,224.9,0.33,126,3.105388,50.474572
10.24,10.26,150,33.68,25.88,214.4,0.39,151,3.105388,50.474572
8.81,8.83,200,33.87,26.26,178.6,0.49,201,3.105388,50.474572
8.19,8.22,250,34.006,26.46,160.2,0.57,251,3.105388,50.474572
7.93,7.96,300,34.088,26.56,151.2,0.65,302,3.105388,50.474572
7.93,7.96,302,34.09,26.57,151.1,0.65,304,3.105388,50.474572
7.23,7.27,400,34.13,26.7,139.8,0.8,402,3.105388,50.474572
7.21,7.25,403,34.13,26.7,139.5,0.8,405,3.105388,50.474572
6.35,6.4,500,34.132,26.82,129.1,0.93,503,3.105388,50.474572
5.52,5.57,600,34.139,26.93,119,1.05,604,3.105388,50.474572
5.47,5.52,606,34.14,26.93,118.4,1.06,610,3.105388,50.474572
5,5.06,700,34.203,27.04,109,1.17,705,3.105388,50.474572
4.62,4.68,800,34.269,27.13,100.4,1.27,806,3.105388,50.474572
4.35,4.42,895,34.33,27.21,93.6,1.37,902,3.105388,50.474572
4.34,4.41,900,34.33,27.21,93.6,1.37,907,3.105388,50.474572
4.06,4.14,1000,34.322,27.24,91.8,1.46,1008,3.105388,50.474572
3.79,3.87,1100,34.316,27.26,89.8,1.55,1109,3.105388,50.474572
3.52,3.61,1200,34.311,27.28,87.8,1.64,1210,3.105388,50.474572
3.43,3.52,1232,34.31,27.29,87.1,1.67,1243,3.105388,50.474572
13.78,13.78,0,33.4,24.99,295.1,0,0,3.105388,50.474572
13.85,13.85,8,33.44,25.01,293.7,0.02,8,3.105388,50.474572
13.86,13.86,10,33.451,25.02,293.1,0.02,10,3.105388,50.474572
13.9,13.9,20,33.521,25.06,289,0.05,20,3.105388,50.474572
13.9,13.9,21,33.53,25.07,288.4,0.06,21,3.105388,50.474572
13.5,13.5,30,33.505,25.13,282.7,0.08,30,3.105388,50.474572
12.71,12.72,42,33.44,25.24,272.9,0.12,42,3.105388,50.474572
12.22,12.23,50,33.407,25.31,266.5,0.14,50,3.105388,50.474572
11.49,11.5,62,33.4,25.44,254.3,0.17,62,3.105388,50.474572
10.73,10.74,75,33.523,25.67,232.4,0.2,75,3.105388,50.474572
10.27,10.28,84,33.62,25.82,217.8,0.22,84,3.105388,50.474572
9.79,9.8,100,33.62,25.91,210.4,0.25,100,3.105388,50.474572
9.42,9.43,122,33.62,25.97,204.9,0.3,123,3.105388,50.474572
9.38,9.39,125,33.635,25.99,203.2,0.31,126,3.105388,50.474572
9.07,9.09,150,33.78,26.15,188.3,0.36,151,3.105388,50.474572
8.96,8.98,162,33.86,26.23,180.9,0.38,163,3.105388,50.474572
8.64,8.66,200,33.983,26.37,167.6,0.44,201,3.105388,50.474572
8.36,8.39,244,34.05,26.47,159.4,0.52,245,3.105388,50.474572
8.34,8.37,250,34.056,26.48,158.8,0.53,251,3.105388,50.474572
8.18,8.21,300,34.087,26.53,154.9,0.6,302,3.105388,50.474572
8.09,8.12,327,34.09,26.54,153.8,0.65,329,3.105388,50.474572
7.5,7.54,400,34.09,26.63,146.6,0.76,403,3.105388,50.474572
6.64,6.69,493,34.09,26.75,136.1,0.89,496,3.105388,50.474572
9.004084,6.65,500,33.828065,26.120341,192.307163,0.587048,504,3.105388,50.474572
9.004084,6.05,600,33.828065,26.120341,192.307163,0.587048,605,3.105388,50.474572
9.004084,5.45,700,33.828065,26.120341,192.307163,0.587048,706,3.105388,50.474572
9.004084,5.15,750,33.828065,26.120341,192.307163,0.587048,757,3.105388,50.474572
14.6,14.6,0,33.66,25.02,292.3,0,0,3.105388,50.474572
14.59,14.59,8,33.66,25.02,292.3,0.02,8,3.105388,50.474572
14.59,14.59,10,33.664,25.03,292.1,0.02,10,3.105388,50.474572
14.59,14.59,20,33.684,25.04,290.9,0.05,20,3.105388,50.474572
14.59,14.59,23,33.69,25.05,290.5,0.06,23,3.105388,50.474572
14.58,14.58,30,33.677,25.04,291.5,0.08,30,3.105388,50.474572
14.56,14.57,43,33.66,25.03,292.9,0.12,43,3.105388,50.474572
14.46,14.47,50,33.654,25.05,291.4,0.14,50,3.105388,50.474572
14.04,14.05,66,33.64,25.12,284.5,0.19,66,3.105388,50.474572
13.66,13.67,75,33.623,25.19,278.5,0.21,75,3.105388,50.474572
13,13.01,89,33.6,25.3,267.8,0.25,89,3.105388,50.474572
12.56,12.57,100,33.582,25.38,261.1,0.28,100,3.105388,50.474572
11.67,11.69,125,33.575,25.54,246.1,0.34,126,3.105388,50.474572
9.004084,10.57,132,33.87,26.120341,192.307163,0.36,133,3.105388,50.474572
10.96,10.98,150,33.795,25.84,218,0.4,151,3.105388,50.474572
10.41,10.43,175,33.69,25.86,217,0.45,176,3.105388,50.474572
10.12,10.14,200,33.909,26.08,196.5,0.51,201,3.105388,50.474572
9.71,9.74,250,34.325,26.47,160.2,0.59,251,3.105388,50.474572
9.65,9.68,262,34.42,26.55,152.5,0.61,263,3.105388,50.474572
9.16,9.19,300,34.448,26.66,143.3,0.67,302,3.105388,50.474572
8.5,8.54,349,34.38,26.71,139.1,0.74,351,3.105388,50.474572
8,8.04,400,34.362,26.77,133.8,0.81,402,3.105388,50.474572
7.15,7.2,500,34.342,26.88,124.6,0.94,503,3.105388,50.474572
7,7.05,521,34.34,26.89,123,0.96,524,3.105388,50.474572
6.33,6.38,600,34.35,26.99,114.1,1.06,604,3.105388,50.474572
5.56,5.62,700,34.378,27.11,103.1,1.17,705,3.105388,50.474572
5.16,5.22,757,34.4,27.18,97,1.22,762,3.105388,50.474572
4.96,5.03,800,34.415,27.21,94,1.26,806,3.105388,50.474572
4.51,4.58,900,34.451,27.29,86.7,1.35,907,3.105388,50.474572
4.04,4.12,1000,34.49,27.37,79.1,1.44,1008,3.105388,50.474572
4.04,4.12,1001,34.49,27.37,79.1,1.44,1009,3.105388,50.474572
14.65,14.65,0,33.62,24.98,296.3,0,0,3.105388,50.474572
14.64,14.64,9,33.62,24.98,296.3,0.02,9,3.105388,50.474572
14.63,14.63,10,33.62,24.98,296.1,0.03,10,3.105388,50.474572
14.5,14.5,20,33.62,25.01,293.8,0.05,20,3.105388,50.474572
14.4,14.4,26,33.62,25.03,291.9,0.07,26,3.105388,50.474572
14.36,14.36,30,33.637,25.06,290,0.08,30,3.105388,50.474572
14.01,14.02,49,33.71,25.18,278.3,0.14,49,3.105388,50.474572
13.97,13.98,50,33.709,25.19,277.6,0.14,50,3.105388,50.474572
12.68,12.69,75,33.66,25.41,257,0.21,75,3.105388,50.474572
11.04,11.05,100,33.62,25.69,231.1,0.27,100,3.105388,50.474572
10.98,10.99,101,33.62,25.7,230.1,0.27,101,3.105388,50.474572
10.02,10.03,125,33.684,25.92,209.8,0.32,126,3.105388,50.474572
9.43,9.45,150,33.8,26.1,192.4,0.37,151,3.105388,50.474572
9.03,9.05,199,34.07,26.38,167.1,0.46,200,3.105388,50.474572
9.02,9.04,200,34.072,26.38,166.8,0.46,201,3.105388,50.474572
8.71,8.74,250,34.1,26.45,161.1,0.55,251,3.105388,50.474572
8.4,8.43,300,34.129,26.53,155.1,0.62,302,3.105388,50.474572
8.39,8.42,302,34.13,26.53,154.9,0.63,304,3.105388,50.474572
7.49,7.53,400,34.263,26.77,133.6,0.77,402,3.105388,50.474572
7.44,7.48,405,34.27,26.78,132.5,0.78,407,3.105388,50.474572
6.63,6.68,500,34.306,26.92,120,0.9,503,3.105388,50.474572
5.89,5.94,600,34.308,27.02,111.3,1.01,604,3.105388,50.474572
5.83,5.88,609,34.31,27.02,110.4,1.02,613,3.105388,50.474572
5.33,5.39,700,34.335,27.1,103.4,1.12,705,3.105388,50.474572
4.87,4.94,800,34.366,27.18,96.5,1.22,806,3.105388,50.474572
4.5,4.57,900,34.4,27.25,90.4,1.31,907,3.105388,50.474572
4.15,4.23,1000,34.446,27.33,83.7,1.4,1008,3.105388,50.474572
3.81,3.89,1100,34.494,27.4,76.9,1.48,1109,3.105388,50.474572
3.46,3.55,1200,34.544,27.47,69.9,1.55,1210,3.105388,50.474572
3.35,3.44,1232,34.56,27.5,67.7,1.57,1243,3.105388,50.474572
14.7,14.7,0,33.49,24.87,306.8,0,0,3.105388,50.474572
14.7,14.7,9,33.69,25.02,292.4,0.02,9,3.105388,50.474572
14.7,14.7,10,33.687,25.02,292.6,0.03,10,3.105388,50.474572
14.69,14.69,20,33.606,24.96,298.7,0.05,20,3.105388,50.474572
14.69,14.69,25,33.53,24.9,304.4,0.07,25,3.105388,50.474572
14.68,14.68,30,33.531,24.91,304.2,0.09,30,3.105388,50.474572
14.58,14.59,47,33.58,24.96,299.2,0.14,47,3.105388,50.474572
14.57,14.58,50,33.578,24.96,299.3,0.15,50,3.105388,50.474572
14.38,14.39,70,33.55,24.98,298,0.21,70,3.105388,50.474572
14.28,14.29,75,33.545,25,296.5,0.22,75,3.105388,50.474572
13.79,13.8,93,33.53,25.09,288.3,0.27,93,3.105388,50.474572
13.57,13.58,100,33.525,25.13,284.5,0.29,100,3.105388,50.474572
12.69,12.71,125,33.501,25.29,270.2,0.36,126,3.105388,50.474572
12.33,12.35,134,33.49,25.35,264.6,0.39,135,3.105388,50.474572
11.44,11.46,150,33.388,25.44,256.4,0.43,151,3.105388,50.474572
9.12,9.14,200,33.354,25.81,221.6,0.55,201,3.105388,50.474572
9.04,9.06,202,33.35,25.82,220.7,0.55,203,3.105388,50.474572
8.87,8.9,244,33.96,26.32,173.8,0.63,245,3.105388,50.474572
8.84,8.87,250,33.969,26.33,172.8,0.65,251,3.105388,50.474572
8.49,8.52,300,34.038,26.44,163.2,0.73,302,3.105388,50.474572
8.23,8.26,330,34.07,26.51,157.5,0.78,332,3.105388,50.474572
7.49,7.53,400,34.156,26.68,141.5,0.88,402,3.105388,50.474572
6.55,6.6,489,34.25,26.88,122.9,1,492,3.105388,50.474572
6.47,6.52,500,34.255,26.9,121.6,1.01,503,3.105388,50.474572
5.81,5.86,600,34.29,27.01,111.6,1.13,604,3.105388,50.474572
5.3,5.36,700,34.309,27.09,104.9,1.24,705,3.105388,50.474572
5.2,5.26,725,34.31,27.1,103.8,1.26,730,3.105388,50.474572
4.9,4.97,800,34.356,27.17,97.6,1.34,806,3.105388,50.474572
4.5,4.57,900,34.418,27.27,89,1.43,907,3.105388,50.474572
4.1,4.18,1000,34.483,27.36,80.4,1.52,1008,3.105388,50.474572
4.06,4.14,1011,34.49,27.37,79.5,1.53,1019,3.105388,50.474572
14.68,14.68,0,33.6,24.96,298.3,0,0,3.105388,50.474572
14.67,14.67,8,33.51,24.89,304.9,0.02,8,3.105388,50.474572
14.67,14.67,10,33.521,24.9,304.2,0.03,10,3.105388,50.474572
14.69,14.69,20,33.617,24.97,297.8,0.06,20,3.105388,50.474572
14.7,14.7,23,33.66,25,295,0.06,23,3.105388,50.474572
14.59,14.59,30,33.663,25.03,292.7,0.09,30,3.105388,50.474572
14.33,14.34,44,33.62,25.05,291.2,0.13,44,3.105388,50.474572
14.31,14.32,50,33.607,25.04,291.9,0.14,50,3.105388,50.474572
14.25,14.26,66,33.58,25.03,293.1,0.19,66,3.105388,50.474572
14.13,14.14,75,33.58,25.06,290.9,0.22,75,3.105388,50.474572
13.79,13.8,89,33.58,25.13,284.5,0.26,89,3.105388,50.474572
13.19,13.2,100,33.596,25.26,271.9,0.29,100,3.105388,50.474572
11.67,11.69,125,33.679,25.62,238.5,0.35,126,3.105388,50.474572
11.27,11.29,131,33.71,25.72,229.3,0.37,132,3.105388,50.474572
10.46,10.48,150,33.819,25.95,207.8,0.41,151,3.105388,50.474572
9.7,9.72,173,33.95,26.18,186.1,0.45,174,3.105388,50.474572
9.1,9.12,200,34.022,26.33,171.8,0.5,201,3.105388,50.474572
8.46,8.49,250,34.104,26.5,157,0.58,251,3.105388,50.474572
8.42,8.45,258,34.11,26.51,156.1,0.6,259,3.105388,50.474572
8.35,8.38,300,34.23,26.61,146.9,0.66,302,3.105388,50.474572
8.26,8.3,343,34.34,26.71,138.3,0.72,345,3.105388,50.474572
7.72,7.76,400,34.34,26.79,131.3,0.8,402,3.105388,50.474572
6.58,6.63,500,34.34,26.95,116.8,0.92,503,3.105388,50.474572
6.42,6.47,513,34.34,26.97,114.8,0.94,516,3.105388,50.474572
5.82,5.87,600,34.358,27.06,106.7,1.03,604,3.105388,50.474572
5.27,5.33,700,34.383,27.15,99,1.14,705,3.105388,50.474572
5,5.06,765,34.4,27.2,95.1,1.2,771,3.105388,50.474572
4.87,4.94,800,34.408,27.22,93.4,1.23,806,3.105388,50.474572
4.51,4.58,900,34.432,27.28,88.1,1.32,907,3.105388,50.474572
4.15,4.23,1000,34.458,27.33,82.8,1.41,1008,3.105388,50.474572
3.8,3.88,1100,34.486,27.39,77.4,1.49,1109,3.105388,50.474572
3.75,3.83,1113,34.49,27.4,76.6,1.5,1122,3.105388,50.474572
15.5,15.5,0,33.77,24.91,302.9,0,0,3.105388,50.474572
15.48,15.48,8,33.77,24.91,302.7,0.02,8,3.105388,50.474572
15.48,15.48,10,33.768,24.91,302.9,0.03,10,3.105388,50.474572
15.48,15.48,20,33.755,24.9,304.2,0.06,20,3.105388,50.474572
15.48,15.48,24,33.75,24.9,304.6,0.07,24,3.105388,50.474572
15.36,15.36,30,33.718,24.9,304.6,0.09,30,3.105388,50.474572
15,15.01,44,33.64,24.92,303.4,0.13,44,3.105388,50.474572
14.9,14.91,50,33.622,24.93,302.8,0.15,50,3.105388,50.474572
14.56,14.57,68,33.6,24.98,297.9,0.2,68,3.105388,50.474572
14.39,14.4,75,33.606,25.02,294.2,0.22,75,3.105388,50.474572
13.87,13.88,91,33.64,25.16,281.7,0.27,91,3.105388,50.474572
13.36,13.37,100,33.674,25.29,269.5,0.29,100,3.105388,50.474572
11.9,11.92,125,33.795,25.67,234.1,0.36,126,3.105388,50.474572
11.23,11.25,136,33.86,25.84,217.6,0.38,137,3.105388,50.474572
10.69,10.71,150,33.924,25.99,203.9,0.41,151,3.105388,50.474572
9.82,9.84,180,34.04,26.23,181.5,0.47,181,3.105388,50.474572
9.38,9.4,200,34.098,26.35,170.5,0.5,201,3.105388,50.474572
