R_POTEMP,R_TEMP,R_DEPTH,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_PRES,R_O2,R_O2Sat
5.89,5.94,591,34.36,27.06,107.3,0.92,595,0.36,5.2
5.86,5.91,600,34.361,27.06,107,0.93,604,0.36,5.2
5.46,5.52,700,34.368,27.12,102.6,1.03,705,0.37,5.3
5.04,5.11,800,34.375,27.17,98,1.13,806,0.37,5.2
4.65,4.72,889,34.38,27.22,93.6,1.22,896,0.38,5.3
4.6,4.67,900,34.385,27.23,92.7,1.23,907,0.4,5.6
4.18,4.26,1000,34.433,27.31,85,1.32,1008,0.57,7.9
3.76,3.84,1100,34.484,27.4,77,1.4,1109,0.74,10.1
3.33,3.42,1200,34.537,27.48,68.9,1.47,1211,0.91,12.3
3.16,3.25,1242,34.56,27.51,65.5,1.5,1253,0.98,13.2
12.71,12.71,0,33.57,25.34,262.2,0,0,5.91,98.3
9.004084,13.79,10,33.49,26.120341,192.307163,0.02,10,5.79,96.3
12.79,12.79,20,33.445,25.23,273.3,0.05,20,5.82,96.8
12.81,12.81,24,33.42,25.2,275.6,0.06,24,5.85,97.4
12.8,12.8,30,33.42,25.21,275.6,0.08,30,5.84,97.2
12.77,12.78,48,33.42,25.21,275.7,0.13,48,5.83,97
12.71,12.72,50,33.415,25.22,275,0.13,50,5.83,96.8
11.87,11.88,72,33.37,25.34,263.5,0.19,72,5.66,92.3
11.76,11.77,75,33.376,25.37,261.1,0.2,75,5.59,91
9.004084,8.974335,97,33.39,26.120341,192.307163,0.25,97,4.97,79.5
10.88,10.89,100,33.453,25.59,240.7,0.26,100,4.86,77.6
10.07,10.08,125,33.578,25.83,218.6,0.32,126,4.04,63.5
9.47,9.49,145,33.71,26.03,199.6,0.36,146,3.44,53.4
9.33,9.35,150,33.738,26.07,195.5,0.37,151,3.35,51.8
8.25,8.27,193,33.96,26.42,163.4,0.45,194,2.82,42.6
8.12,8.14,200,33.977,26.45,160.4,0.46,201,2.74,41.3
7.37,7.39,250,34.059,26.62,144.4,0.54,251,2.23,33.1
6.95,6.98,289,34.07,26.69,138.6,0.59,291,1.86,27.3
6.86,6.89,300,34.079,26.71,136.8,0.61,302,1.74,25.5
9.004084,8.974335,384,34.18,26.120341,192.307163,0.72,386,0.89,12.9
6.18,6.21,400,34.153,26.86,123.8,0.74,403,0.85,12.3
5.74,5.78,500,34.211,26.96,115.3,0.85,503,0.6,8.6
5.57,5.62,577,34.24,27,111.9,0.94,581,0.41,5.8
5.47,5.52,600,34.256,27.03,109.7,0.97,604,0.42,6
5.05,5.11,700,34.321,27.13,100.8,1.07,705,0.44,6.2
4.67,4.73,800,34.383,27.22,92.6,1.17,806,0.46,6.4
4.43,4.5,864,34.42,27.27,87.7,1.23,871,0.48,6.7
4.32,4.39,900,34.432,27.3,85.8,1.26,907,0.52,7.2
4.02,4.1,1000,34.466,27.35,80.7,1.34,1008,0.64,8.8
3.73,3.81,1100,34.501,27.41,75.4,1.42,1109,0.75,10.2
3.42,3.51,1200,34.537,27.47,70,1.49,1211,0.87,11.8
3.4,3.49,1208,34.54,27.48,69.6,1.5,1219,0.88,11.9
13.81,13.81,0,33.51,25.07,287.6,0,0,5.69,96.7
13.98,13.98,9,33.46,25,294.8,0.02,9,5.68,96.9
13.98,13.98,10,33.462,25,294.7,0.02,10,5.68,96.9
13.95,13.95,20,33.484,25.02,292.7,0.05,20,5.65,96.3
13.94,13.94,23,33.49,25.03,292.2,0.06,23,5.64,96.1
13.92,13.92,30,33.487,25.03,292.2,0.08,30,5.63,95.9
13.85,13.86,46,33.48,25.04,291.9,0.13,46,5.6,95.3
13.64,13.65,50,33.453,25.06,289.9,0.14,50,5.59,94.7
12.51,12.52,68,33.33,25.19,277.9,0.19,68,5.52,91.2
12.18,12.19,75,33.323,25.25,272.6,0.21,75,5.47,89.8
9.004084,8.974335,91,33.4,26.120341,192.307163,0.25,91,5.3,85.8
11.14,11.16,100,33.352,25.46,252.8,0.28,100,5.1,81.9
10.34,10.36,125,33.46,25.69,231.8,0.34,126,4.43,70
10.06,10.08,136,33.53,25.79,222.2,0.36,137,4.1,64.4
9.66,9.68,150,33.607,25.92,210.4,0.39,151,3.74,58.2
8.89,8.91,181,33.78,26.18,186.1,0.45,182,3.02,46.3
8.54,8.56,200,33.862,26.29,175.1,0.49,201,2.74,41.7
7.82,7.84,250,34.024,26.53,153.4,0.57,251,2.2,32.9
7.59,7.62,272,34.07,26.6,147.2,0.6,274,2.04,30.4
7.32,7.35,300,34.104,26.66,141.3,0.64,302,1.76,26.1
6.8,6.83,364,34.14,26.76,132.4,0.73,366,1.2,17.6
6.49,6.53,400,34.162,26.82,127.3,0.78,403,1,14.5
5.75,5.79,500,34.222,26.97,114.5,0.9,503,0.61,8.7
5.41,5.46,552,34.25,27.03,108.8,0.96,556,0.52,7.4
5.26,5.31,600,34.277,27.07,105.5,1.01,604,0.51,7.2
4.94,5,700,34.333,27.15,98.6,1.11,705,0.48,6.7
4.63,4.69,800,34.39,27.23,91.6,1.21,806,0.45,6.3
4.51,4.58,834,34.41,27.26,89.1,1.24,840,0.44,6.1
9.004084,8.974335,900,33.828065,26.120341,192.307163,0.587048,908,0.52,50.474572
9.004084,8.974335,1000,33.828065,26.120341,192.307163,0.587048,1010,0.64,50.474572
9.004084,8.974335,1100,33.828065,26.120341,192.307163,0.587048,1111,0.76,50.474572
9.004084,8.974335,1200,33.828065,26.120341,192.307163,0.587048,1212,0.88,50.474572
9.004084,8.974335,1228,34.54,26.120341,192.307163,0.587048,1240,0.91,50.474572
14.5,14.5,0,33.71,25.08,286.6,0,0,5.68,98.1
14.4,14.4,9,33.6,25.02,292.9,0.02,9,5.8,99.9
14.39,14.39,10,33.604,25.02,292.4,0.02,10,5.8,99.9
14.29,14.29,20,33.685,25.11,284.8,0.05,20,5.73,98.5
14.27,14.27,22,33.71,25.13,282.5,0.06,22,5.71,98.1
14.24,14.24,30,33.717,25.14,281.7,0.08,30,5.7,97.9
14.17,14.18,45,33.73,25.17,279.9,0.12,45,5.68,97.4
13.63,13.64,50,33.678,25.24,273.2,0.14,50,5.32,90.2
11.73,11.74,67,33.6,25.55,243.9,0.18,67,3.77,61.4
11.56,11.57,75,33.745,25.69,230.3,0.2,75,3.07,49.9
11.28,11.29,88,33.96,25.91,209.9,0.23,88,2.09,33.8
11.06,11.07,100,34.107,26.07,195.4,0.25,100,1.84,29.6
10.62,10.64,125,34.309,26.3,173.7,0.3,126,1.32,21.1
10.5,10.52,132,34.34,26.35,169.6,0.31,133,1.18,18.8
10.14,10.16,150,34.349,26.42,163.3,0.34,151,1.18,18.7
9.7,9.72,174,34.36,26.5,155.8,0.38,175,1.18,18.5
9.47,9.49,200,34.399,26.57,149.7,0.42,201,1.02,15.9
9.17,9.2,250,34.461,26.66,141.5,0.49,251,0.66,10.2
9.14,9.17,258,34.47,26.68,140.5,0.5,259,0.59,9.1
8.74,8.77,300,34.451,26.73,136.5,0.56,302,0.42,6.4
8.33,8.37,340,34.42,26.76,133.4,0.62,342,0.31,4.7
7.84,7.88,400,34.414,26.83,127.5,0.69,402,0.29,4.4
7.09,7.14,500,34.428,26.95,117.4,0.82,503,0.25,3.7
7.05,7.1,506,34.43,26.96,116.8,0.82,509,0.25,3.7
6.33,6.39,600,34.446,27.07,107.1,0.93,604,0.27,3.9
5.64,5.7,700,34.47,27.17,97.4,1.03,705,0.29,4.1
5.01,5.08,800,34.5,27.27,88.3,1.12,806,0.31,4.4
4.84,4.91,828,34.51,27.3,85.7,1.15,834,0.32,4.5
9.004084,4.63,900,33.828065,26.120341,192.307163,0.587048,908,0.43,50.474572
9.004084,4.25,1000,33.828065,26.120341,192.307163,0.587048,1009,0.57,50.474572
9.004084,3.86,1100,33.828065,26.120341,192.307163,0.587048,1111,0.72,50.474572
9.004084,3.56,1179,34.42,26.120341,192.307163,0.587048,1190,0.84,50.474572
15.2,15.2,0,33.68,24.91,303.2,0,0,5.33,93.3
15.18,15.18,9,33.75,24.97,297.9,0.02,9,5.38,94.2
15.18,15.18,10,33.757,24.97,297.4,0.03,10,5.39,94.4
15.19,15.19,20,33.812,25.01,293.9,0.06,20,5.47,95.8
15.19,15.19,22,33.82,25.02,293.3,0.06,22,5.49,96.2
15.17,15.17,30,33.832,25.03,292.3,0.08,30,5.53,96.8
15.12,15.13,43,33.84,25.05,291.2,0.12,43,5.55,97.1
15.02,15.03,50,33.821,25.05,290.7,0.14,50,5.54,96.7
14.7,14.71,65,33.77,25.08,288.3,0.19,65,5.52,95.7
14.47,14.48,75,33.742,25.11,285.9,0.21,75,5.46,94.2
14.12,14.13,86,33.73,25.18,280,0.25,86,5.25,90
13.15,13.16,100,33.804,25.43,255.9,0.28,100,4.31,72.4
11.44,11.46,125,34.017,25.93,209.5,0.34,126,2.48,40.2
11.24,11.26,128,34.05,25.99,203.6,0.35,129,2.25,36.4
11.08,11.1,150,34.213,26.14,189.3,0.39,151,1.69,27.2
10.94,10.96,170,34.27,26.21,183.1,0.43,171,1.48,23.8
10.52,10.54,200,34.388,26.38,167.8,0.48,201,1.1,17.5
9.74,9.77,250,34.517,26.61,146.5,0.56,251,0.69,10.8
9.71,9.74,252,34.52,26.62,145.9,0.56,253,0.68,10.7
9.22,9.25,300,34.532,26.71,138,0.63,302,0.49,7.6
8.9,8.94,333,34.54,26.77,133.2,0.68,335,0.42,6.5
8.15,8.19,400,34.53,26.88,123.6,0.76,402,0.38,5.8
7.14,7.19,493,34.51,27.01,111.9,0.87,496,0.32,4.7
7.08,7.13,500,34.509,27.02,111.3,0.88,503,0.32,4.7
6.29,6.34,600,34.502,27.12,102.3,0.99,604,0.32,4.6
5.63,5.69,700,34.5,27.2,95,1.08,705,0.32,4.6
5.48,5.54,726,34.5,27.22,93.4,1.11,731,0.32,4.6
5.1,5.17,800,34.508,27.27,88.9,1.18,806,0.38,5.4
4.6,4.67,900,34.521,27.34,82.6,1.26,907,0.46,6.4
4.09,4.17,1000,34.538,27.4,76.2,1.34,1008,0.53,7.3
4.05,4.13,1009,34.54,27.41,75.6,1.35,1017,0.54,7.4
15.4,15.4,0,33.87,25.01,293.5,0,0,5.24,92.2
9.004084,15.18,9,33.86,26.120341,192.307163,0.02,9,5.6,98.6
15.42,15.42,10,33.863,25,294.7,0.02,10,5.6,98.6
15.45,15.45,20,33.857,24.99,296,0.05,20,5.48,96.5
9.004084,8.974335,23,33.89,26.120341,192.307163,0.06,23,5.41,95.3
15.46,15.47,30,33.851,24.98,297.2,0.08,30,5.42,95.5
15.5,15.51,46,33.84,24.96,299.3,0.13,46,5.45,96.1
15.39,15.4,50,33.836,24.98,297.4,0.14,50,5.46,96.1
14.89,14.9,68,33.82,25.08,288.6,0.2,68,5.51,96
14.81,14.82,75,33.82,25.1,287.1,0.22,75,5.48,95.3
14.55,14.56,91,33.82,25.16,282.2,0.26,91,5.25,90.8
14.06,14.07,100,33.812,25.25,273.1,0.29,100,4.84,82.9
12.59,12.61,125,33.85,25.58,242.7,0.35,126,3.56,59.1
11.96,11.98,135,33.89,25.73,228.4,0.38,136,2.98,48.9
11.53,11.55,150,34.02,25.91,211.4,0.41,151,2.42,39.3
11.02,11.04,179,34.29,26.22,183.2,0.47,180,1.6,25.8
10.8,10.82,200,34.395,26.34,172.1,0.5,201,1.25,20.1
10.41,10.44,250,34.531,26.51,156.7,0.58,251,0.76,12.1
10.32,10.35,267,34.54,26.53,154.9,0.61,268,0.71,11.3
9.94,9.98,300,34.54,26.6,149.3,0.66,302,0.55,8.7
9.28,9.32,353,34.54,26.71,139.6,0.74,355,0.4,6.2
9.004084,8.71,400,33.828065,26.120341,192.307163,0.587048,403,0.35,50.474572
9.004084,7.47,500,33.828065,26.120341,192.307163,0.587048,504,0.24,50.474572
9.004084,7.16,526,34.58,26.120341,192.307163,0.587048,530,0.21,50.474572
9.004084,6.47,600,33.828065,26.120341,192.307163,0.587048,605,0.23,50.474572
9.004084,5.7,700,33.828065,26.120341,192.307163,0.587048,706,0.3,50.474572
9.004084,5.12,794,34.49,26.120341,192.307163,0.587048,801,0.41,50.474572
9.004084,5.1,800,33.828065,26.120341,192.307163,0.587048,807,0.42,50.474572
9.004084,4.7,900,33.828065,26.120341,192.307163,0.587048,908,0.52,50.474572
9.004084,4.31,1000,33.828065,26.120341,192.307163,0.587048,1009,0.62,50.474572
9.004084,3.91,1100,33.828065,26.120341,192.307163,0.587048,1110,0.72,50.474572
9.004084,3.8,1128,34.58,26.120341,192.307163,0.587048,1139,0.75,50.474572
9.004084,16.35,0,34.02,26.120341,192.307163,0.587048,0,5.28,50.474572
9.004084,16.46,9,34.09,26.120341,192.307163,0.587048,9,5.19,50.474572
9.004084,16.45,10,33.828065,26.120341,192.307163,0.587048,10,5.2,50.474572
9.004084,16.4,20,33.828065,26.120341,192.307163,0.587048,20,5.32,50.474572
9.004084,8.974335,22,34,26.120341,192.307163,0.587048,22,5.35,50.474572
9.004084,16.34,30,33.828065,26.120341,192.307163,0.587048,30,5.33,50.474572
9.004084,16.26,44,34.04,26.120341,192.307163,0.587048,44,5.3,50.474572
9.004084,16.24,50,33.828065,26.120341,192.307163,0.587048,50,5.3,50.474572
9.004084,16.18,67,33.86,26.120341,192.307163,0.587048,67,5.3,50.474572
9.004084,15.77,75,33.828065,26.120341,192.307163,0.587048,76,5.31,50.474572
9.004084,14.81,89,33.96,26.120341,192.307163,0.587048,90,5.32,50.474572
9.004084,13.91,100,33.828065,26.120341,192.307163,0.587048,101,5,50.474572
9.004084,12.05,125,33.828065,26.120341,192.307163,0.587048,126,4.03,50.474572
9.004084,11.5,133,33.78,26.120341,192.307163,0.587048,134,3.65,50.474572
9.004084,10.93,150,33.828065,26.120341,192.307163,0.587048,151,3,50.474572
9.004084,10.44,176,33.98,26.120341,192.307163,0.587048,177,2.12,50.474572
9.004084,10.14,200,33.828065,26.120341,192.307163,0.587048,201,1.63,50.474572
9.004084,9.73,250,33.828065,26.120341,192.307163,0.587048,252,0.99,50.474572
9.004084,9.68,262,34.43,26.120341,192.307163,0.587048,264,0.92,50.474572
9.004084,9.36,300,33.828065,26.120341,192.307163,0.587048,302,0.64,50.474572
9.004084,8.93,348,34.63,26.120341,192.307163,0.587048,351,0.42,50.474572
9.004084,8.35,400,33.828065,26.120341,192.307163,0.587048,403,0.38,50.474572
9.004084,7.24,500,33.828065,26.120341,192.307163,0.587048,504,0.29,50.474572
9.004084,6.99,522,34.47,26.120341,192.307163,0.587048,526,0.27,50.474572
9.004084,6.32,600,33.828065,26.120341,192.307163,0.587048,605,0.29,50.474572
9.004084,5.59,700,33.828065,26.120341,192.307163,0.587048,706,0.31,50.474572
9.004084,5.04,794,34.6,26.120341,192.307163,0.587048,801,0.33,50.474572
9.004084,5.02,800,33.828065,26.120341,192.307163,0.587048,807,0.34,50.474572
9.004084,4.67,900,33.828065,26.120341,192.307163,0.587048,908,0.43,50.474572
9.004084,4.31,1000,33.828065,26.120341,192.307163,0.587048,1009,0.53,50.474572
9.004084,3.96,1100,33.828065,26.120341,192.307163,0.587048,1110,0.63,50.474572
9.004084,3.82,1139,34.36,26.120341,192.307163,0.587048,1150,0.67,50.474572
9.004084,16.3,0,34.11,26.120341,192.307163,0.587048,0,5.23,50.474572
9.004084,16.29,10,33.91,26.120341,192.307163,0.587048,10,5.44,50.474572
9.004084,16.27,20,33.828065,26.120341,192.307163,0.587048,20,5.47,50.474572
9.004084,16.26,24,33.89,26.120341,192.307163,0.587048,24,5.48,50.474572
9.004084,16.22,30,33.828065,26.120341,192.307163,0.587048,30,5.45,50.474572
9.004084,15.94,48,33.77,26.120341,192.307163,0.587048,48,5.4,50.474572
9.004084,15.89,50,33.828065,26.120341,192.307163,0.587048,50,5.44,50.474572
15.18,15.19,72,33.8,25,296.2,0.587048,73,5.71,100
15.11,15.12,75,33.791,25.01,295.5,0.587048,76,5.66,99
14.43,14.44,96,33.73,25.11,286.5,0.587048,97,5.01,86.4
14.13,14.14,100,33.728,25.17,280.7,0.587048,101,4.82,82.6
12.24,12.26,125,33.773,25.59,241.9,0.587048,126,3.64,60
10.85,10.87,143,33.87,25.92,210.5,0.587048,144,2.84,45.5
10.58,10.6,150,33.911,26,203,0.587048,151,2.7,43
9.67,9.69,190,34.14,26.33,171.9,0.587048,191,2.25,35.2
9.53,9.55,200,34.181,26.39,166.8,0.587048,201,2.11,32.9
9.03,9.06,250,34.332,26.59,148.8,0.587048,252,1.43,22.1
8.88,8.91,284,34.38,26.65,143.6,0.587048,286,1.02,15.7
8.79,8.82,300,34.38,26.66,142.5,0.587048,302,0.88,13.5
8.33,8.37,377,34.38,26.73,137,0.587048,380,0.43,6.5
8.12,8.16,400,34.394,26.78,133.2,0.587048,403,0.41,6.2
7.14,7.19,500,34.465,26.97,115.4,0.587048,504,0.34,5
6.47,6.52,565,34.52,27.11,102.9,0.587048,570,0.3,4.4
6.2,6.25,600,34.526,27.15,99.2,0.587048,605,0.31,4.5
5.5,5.56,700,34.535,27.24,90.7,0.587048,706,0.34,4.8
4.93,5,800,34.529,27.31,85.1,0.587048,807,0.37,5.2
4.7,4.77,847,34.52,27.32,83.4,0.587048,854,0.38,5.3
4.51,4.58,900,34.525,27.35,81.2,0.587048,908,0.44,6.1
4.15,4.23,1000,34.536,27.4,77,0.587048,1009,0.57,7.9
3.79,3.87,1100,34.549,27.44,72.6,0.587048,1110,0.69,9.4
3.51,3.6,1176,34.56,27.48,69.1,0.587048,1187,0.78,10.6
15.68,15.68,0,33.93,24.99,295,0,0,5.2,92.1
15.82,15.82,9,33.96,24.99,296.1,0.02,9,5.11,90.7
15.82,15.82,10,33.956,24.98,296.4,0.03,10,5.11,90.7
15.81,15.81,20,33.918,24.96,299.2,0.05,20,5.18,91.9
15.81,15.81,22,33.91,24.95,299.9,0.06,22,5.2,92.3
15.81,15.81,30,33.899,24.94,300.9,0.08,30,5.18,91.9
15.79,15.8,44,33.89,24.94,301.8,0.13,44,5.14,91.2
15.8,15.81,50,33.875,24.92,303.3,0.15,50,5.1,90.5
15.81,15.82,65,33.86,24.91,305,0.19,65,5.04,89.4
15.73,15.74,75,33.881,24.94,302,0.22,75,5.13,90.9
15.65,15.66,86,33.93,25,297,0.25,86,5.21,92.2
15.11,15.13,100,33.852,25.06,291.9,0.3,100,5.07,88.7
13.68,13.7,125,33.698,25.24,274.8,0.37,126,4.53,76.9
13.47,13.49,128,33.68,25.27,272.1,0.37,129,4.44,75
11.74,11.76,150,33.741,25.66,235.7,0.43,151,3.71,60.5
10.32,10.34,169,33.86,26,202.8,0.47,170,3.08,48.7
9.76,9.78,200,34.1,26.29,176.5,0.53,201,2.56,40.1
8.85,8.88,250,34.19,26.5,156.6,0.61,251,2.03,31.2
8.81,8.84,300,34.376,26.66,143.1,0.69,302,1.24,19
8.78,8.82,330,34.45,26.72,137.9,0.73,332,0.81,12.4
8.12,8.16,400,34.475,26.84,127.2,0.82,402,0.61,9.2
6.98,7.03,495,34.51,27.03,109.7,0.94,498,0.34,5
6.94,6.99,500,34.509,27.04,109.3,0.94,503,0.34,5
6.17,6.22,600,34.479,27.12,102.3,1.05,604,0.32,4.6
5.54,5.6,700,34.442,27.16,98.1,1.15,705,0.31,4.4
5.29,5.35,750,34.42,27.18,97.1,1.2,755,0.3,4.2
5.08,5.15,800,34.432,27.21,94.2,1.24,806,0.35,4.9
4.67,4.74,900,34.459,27.28,88.1,1.34,907,0.44,6.1
4.25,4.33,1000,34.488,27.35,81.8,1.42,1008,0.53,7.3
3.97,4.05,1070,34.51,27.4,77.4,1.48,1078,0.6,8.2
16.3,16.3,0,33.96,24.88,306.2,0,0,5.6,100.4
16.46,16.46,9,33.91,24.8,313.6,0.02,9,5.55,99.8
16.46,16.46,10,33.905,24.8,314,0.03,10,5.55,99.8
16.45,16.45,20,33.872,24.77,316.5,0.06,20,5.58,100.3
16.45,16.45,22,33.87,24.77,316.7,0.06,22,5.59,100.4
16.45,16.45,30,33.856,24.76,318,0.09,30,5.58,100.3
16.43,16.44,44,33.84,24.75,319.3,0.13,44,5.52,99.1
16.43,16.44,50,33.834,24.75,319.9,0.15,50,5.46,98.1
16.43,16.44,66,33.82,24.74,321.5,0.2,66,5.36,96.3
16.41,16.42,75,33.837,24.76,320,0.23,75,5.43,97.5
16.38,16.39,87,33.87,24.79,317.3,0.27,87,5.54,99.4
16.1,16.12,100,33.826,24.82,315,0.31,100,5.53,98.7
15.58,15.6,125,33.743,24.87,310.5,0.39,125,5.51,97.3
15.5,15.52,129,33.73,24.88,309.9,0.4,130,5.51,97.1
13.45,13.47,150,33.621,25.23,276.6,0.47,151,4.78,80.7
11.37,11.39,170,33.6,25.61,240,0.52,171,3.95,63.8
10.8,10.82,200,33.923,25.97,206.9,0.58,201,3.06,48.9
9.83,9.86,250,34.196,26.35,171.7,0.68,251,1.92,30.1
9.79,9.82,252,34.2,26.36,170.8,0.68,253,1.88,29.5
9.37,9.4,300,34.371,26.56,152.3,0.76,301,1.12,17.4
9.15,9.19,331,34.43,26.64,145.2,0.81,333,0.77,11.9
8.28,8.32,400,34.452,26.8,131.3,0.9,402,0.6,9.1
7.1,7.15,490,34.4,26.93,119.5,1.01,493,0.38,5.6
7.01,7.06,500,34.399,26.94,118.4,1.03,503,0.38,5.6
6.21,6.26,600,34.4,27.05,108.7,1.14,604,0.37,5.4
5.59,5.65,700,34.398,27.12,102.1,1.24,705,0.36,5.1
5.41,5.47,736,34.4,27.15,100,1.28,741,0.36,5.1
5.1,5.17,800,34.416,27.2,95.7,1.34,806,0.41,5.8
4.64,4.71,900,34.444,27.27,88.8,1.44,907,0.49,6.8
4.16,4.24,1000,34.475,27.35,81.7,1.52,1008,0.57,7.9
3.95,4.03,1045,34.49,27.38,78.4,1.56,1053,0.61,8.4
16.45,16.45,0,33.96,24.84,309.5,0,0,5.33,95.8
16.45,16.45,9,33.84,24.75,318.5,0.02,9,5.61,100.8
16.44,16.44,10,33.842,24.75,318.2,0.03,10,5.63,101.1
16.37,16.37,20,33.857,24.78,315.9,0.06,20,5.75,103.2
16.34,16.34,23,33.86,24.79,315.1,0.07,23,5.76,103.3
16.33,16.33,30,33.869,24.8,314.4,0.09,30,5.74,102.9
16.26,16.27,45,33.87,24.81,313.4,0.14,45,5.66,101.3
16.19,16.2,50,33.855,24.82,313.2,0.15,50,5.66,101.2
15.89,15.9,67,33.8,24.85,311.2,0.21,67,5.67,100.7
15.79,15.8,75,33.795,24.86,309.6,0.23,75,5.66,100.3
15.57,15.58,89,33.78,24.9,306.4,0.27,89,5.62,99.2
15.26,15.28,100,33.738,24.94,303.4,0.31,100,5.57,97.7
14.27,14.29,125,33.559,25.01,296.8,0.38,125,5.3,91
13.91,13.93,132,33.49,25.03,294.8,0.4,133,5.19,88.4
12.67,12.69,150,33.543,25.33,267.4,0.45,151,4.71,78.2
11.05,11.07,174,33.71,25.76,226.4,0.51,175,3.98,63.9
10.64,10.66,200,33.982,26.04,199.8,0.57,201,3.28,52.3
9.84,9.87,250,34.257,26.39,167.4,0.66,251,2.11,33.1
9.71,9.74,258,34.27,26.43,164.4,0.67,259,1.94,30.4
9.25,9.28,300,34.359,26.57,151.3,0.74,301,1.22,18.9
8.81,8.85,344,34.38,26.66,143.8,0.8,346,0.66,10.1
8.14,8.18,400,34.38,26.76,134.5,0.88,402,0.55,8.3
6.99,7.04,500,34.35,26.9,121.8,1.01,503,0.36,5.3
6.79,6.84,518,34.34,26.92,120,1.03,521,0.33,4.8
6.14,6.19,600,34.353,27.02,111.3,1.13,604,0.36,5.2
5.47,5.53,700,34.384,27.13,101.5,1.23,705,0.4,5.7
5.02,5.09,789,34.42,27.21,94.2,1.32,794,0.44,6.2
4.98,5.05,800,34.426,27.22,93.4,1.33,806,0.45,6.3
4.61,4.68,900,34.477,27.3,86,1.42,907,0.54,7.5
4.24,4.32,1000,34.531,27.38,78.5,1.5,1008,0.62,8.6
3.87,3.95,1100,34.586,27.47,70.8,1.58,1109,0.71,9.7
3.77,3.86,1125,34.6,27.49,68.9,1.6,1134,0.73,10
16.51,16.51,0,33.96,24.83,310.8,0,0,5.38,96.8
16.52,16.52,10,33.924,24.8,313.9,0.03,10,5.48,98.6
16.52,16.52,14,33.91,24.79,315.1,0.04,14,5.52,99.4
16.5,16.5,20,33.926,24.8,313.7,0.06,20,5.55,99.9
16.48,16.48,27,33.95,24.83,311.7,0.08,27,5.56,100
16.47,16.47,30,33.948,24.83,311.7,0.09,30,5.56,100
16.41,16.42,50,33.93,24.83,312.5,0.15,50,5.56,99.9
16.29,16.3,72,33.95,24.87,309,0.22,72,5.49,98.4
16.27,16.28,75,33.946,24.87,309,0.23,75,5.5,98.5
16.06,16.08,95,33.89,24.88,309.3,0.29,95,5.55,99
16.02,16.04,100,33.892,24.89,308.4,0.31,100,5.55,98.9
15.48,15.5,125,33.796,24.93,304.5,0.38,125,5.54,97.6
14.91,14.93,139,33.67,24.96,302.1,0.43,140,5.54,96.4
13.96,13.98,150,33.611,25.12,287.4,0.46,151,5.31,90.6
10.9,10.92,184,33.57,25.68,234.3,0.55,185,4.41,70.5
10.58,10.6,200,33.749,25.87,216,0.58,201,4,63.6
9.58,9.61,250,34.123,26.33,173,0.68,251,2.83,44.1
9.14,9.17,272,34.2,26.47,160.8,0.72,273,2.38,36.8
8.75,8.78,300,34.21,26.54,154.5,0.76,301,1.97,30.2
8.06,8.1,360,34.23,26.66,143.7,0.85,362,1.32,19.9
7.63,7.67,400,34.271,26.75,135,0.91,402,1.02,15.2
6.69,6.74,500,34.379,26.97,115.4,1.03,503,0.54,7.9
6.4,6.45,537,34.42,27.04,108.9,1.07,540,0.46,6.7
5.98,6.03,600,34.438,27.11,102.8,1.14,604,0.46,6.6
5.4,5.46,700,34.453,27.19,95.5,1.24,705,0.45,6.4
4.94,5.01,800,34.45,27.24,91.1,1.33,806,0.44,6.2
4.94,5.01,801,34.45,27.24,91.1,1.33,807,0.44,6.2
4.59,4.66,900,34.493,27.32,84.6,1.42,907,0.52,7.2
4.22,4.3,1000,34.538,27.39,77.8,1.5,1008,0.6,8.3
3.87,3.95,1100,34.585,27.47,70.9,1.58,1109,0.69,9.4
3.75,3.84,1130,34.6,27.49,68.7,1.6,1139,0.71,9.7
16.29,16.29,0,33.96,24.88,306,0,0,5.29,94.8
16.28,16.28,10,33.95,24.87,306.8,0.03,10,5.43,97.3
16.27,16.27,20,33.904,24.84,310.2,0.06,20,5.42,97.1
9.004084,8.974335,25,33.89,26.120341,192.307163,0.07,25,5.41,96.9
16.26,16.26,30,33.868,24.81,313,0.09,30,5.39,96.5
16.24,16.25,50,33.82,24.78,316.8,0.15,50,5.34,95.5
15.9,15.91,75,33.86,24.89,307.2,0.23,75,5.37,95.4
15.07,15.09,100,33.73,24.97,300,0.31,100,5.4,94.3
13.71,13.73,125,33.883,25.38,261.8,0.38,125,3.35,57
12.48,12.5,150,34.14,25.83,219.9,0.44,151,1.03,17.1
12.21,12.24,200,34.38,26.06,198.7,0.54,201,0.34,5.6
11.72,11.75,250,34.405,26.18,189,0.64,251,0.45,7.4
11.06,11.1,300,34.43,26.32,176.7,0.73,301,0.56,9
9.41,9.46,400,34.49,26.65,146.5,0.89,402,0.58,9
7.78,7.83,500,34.458,26.88,125.2,1.03,503,0.44,6.6
6.38,6.44,600,34.42,27.04,109.7,1.14,604,0.28,4.1
5.61,5.67,700,34.448,27.16,98.6,1.25,705,0.33,4.7
5.06,5.13,800,34.483,27.25,90.2,1.34,805,0.37,5.2
4.75,4.82,900,34.52,27.32,84.6,1.43,906,0.42,5.9
4.41,4.49,1000,34.541,27.37,79.9,1.51,1007,0.51,7.1
4.07,4.16,1100,34.563,27.43,75.1,1.59,1109,0.59,8.1
